date,product,category,region,store,price,promotion,inventory,weekday,month,sales
2023-07-09,keyboard,accessories,center,store_3,60.0,0,22,6,7,10
2023-07-09,monitor,displays,north,store_1,250.0,0,34,6,7,6
2023-07-09,headphones,audio,south,store_2,120.0,0,24,6,7,9
2023-07-10,laptop,computers,south,store_4,900.0,0,29,0,7,3
2023-07-10,mouse,accessories,south,store_2,22.5,1,28,0,7,23
2023-07-10,keyboard,accessories,south,store_3,60.0,0,25,0,7,12
2023-07-10,monitor,displays,south,store_2,250.0,0,10,0,7,5
2023-07-10,headphones,audio,south,store_1,120.0,0,31,0,7,7
2023-07-11,laptop,computers,center,store_1,900.0,0,12,1,7,6
2023-07-11,mouse,accessories,south,store_1,25.0,0,39,1,7,21
2023-07-11,keyboard,accessories,south,store_3,60.0,0,24,1,7,11
2023-07-11,monitor,displays,south,store_4,250.0,0,19,1,7,4
2023-07-11,headphones,audio,north,store_2,120.0,0,24,1,7,7
2023-07-12,laptop,computers,north,store_4,900.0,0,32,2,7,3
2023-07-12,mouse,accessories,center,store_3,25.0,0,33,2,7,18
2023-07-12,keyboard,accessories,south,store_2,60.0,0,30,2,7,10
2023-07-12,monitor,displays,south,store_3,250.0,0,26,2,7,7
2023-07-12,headphones,audio,north,store_4,120.0,0,27,2,7,8
2023-07-13,laptop,computers,south,store_3,900.0,0,24,3,7,5
2023-07-13,mouse,accessories,south,store_4,25.0,0,34,3,7,19
2023-07-13,keyboard,accessories,north,store_1,54.0,1,41,3,7,13
2023-07-13,monitor,displays,north,store_2,250.0,0,24,3,7,5
2023-07-13,headphones,audio,center,store_3,108.0,1,31,3,7,11
2023-07-14,laptop,computers,south,store_1,900.0,0,12,4,7,5
2023-07-14,mouse,accessories,south,store_2,25.0,0,45,4,7,21
2023-07-14,keyboard,accessories,center,store_1,60.0,0,35,4,7,11
2023-07-14,monitor,displays,north,store_2,250.0,0,15,4,7,7
2023-07-14,headphones,audio,center,store_1,120.0,0,31,4,7,8
2023-07-15,laptop,computers,north,store_3,900.0,0,34,5,7,8
2023-07-15,mouse,accessories,center,store_4,25.0,0,33,5,7,22
2023-07-15,keyboard,accessories,center,store_2,60.0,0,36,5,7,12
2023-07-15,monitor,displays,north,store_4,250.0,0,30,5,7,8
2023-07-15,headphones,audio,south,store_2,120.0,0,25,5,7,10
2023-07-16,laptop,computers,center,store_4,900.0,0,18,6,7,4
2023-07-16,mouse,accessories,south,store_3,25.0,0,30,6,7,22
2023-07-16,keyboard,accessories,center,store_3,54.0,1,41,6,7,18
2023-07-16,monitor,displays,center,store_3,225.0,1,39,6,7,15
2023-07-16,headphones,audio,center,store_4,120.0,0,29,6,7,9
2023-07-17,laptop,computers,north,store_3,900.0,0,24,0,7,9
2023-07-17,mouse,accessories,south,store_3,25.0,0,39,0,7,20
2023-07-17,keyboard,accessories,south,store_1,54.0,1,18,0,7,13
2023-07-17,monitor,displays,north,store_3,250.0,0,13,0,7,7
2023-07-17,headphones,audio,south,store_2,120.0,0,21,0,7,6
2023-07-18,laptop,computers,south,store_3,810.0,1,23,1,7,9
2023-07-18,mouse,accessories,center,store_2,22.5,1,47,1,7,26
2023-07-18,keyboard,accessories,center,store_2,60.0,0,21,1,7,7
2023-07-18,monitor,displays,north,store_1,250.0,0,33,1,7,5
2023-07-18,headphones,audio,center,store_3,120.0,0,25,1,7,10
2023-07-19,laptop,computers,center,store_4,900.0,0,34,2,7,5
2023-07-19,mouse,accessories,north,store_4,22.5,1,54,2,7,25
2023-07-19,keyboard,accessories,south,store_4,60.0,0,15,2,7,9
2023-07-19,monitor,displays,center,store_3,250.0,0,14,2,7,8
2023-07-19,headphones,audio,north,store_4,120.0,0,33,2,7,9
2023-07-20,laptop,computers,north,store_2,900.0,0,35,3,7,7
2023-07-20,mouse,accessories,center,store_4,25.0,0,46,3,7,20
2023-07-20,keyboard,accessories,north,store_4,60.0,0,19,3,7,11
2023-07-20,monitor,displays,north,store_1,250.0,0,15,3,7,7
2023-07-20,headphones,audio,center,store_3,120.0,0,29,3,7,9
2023-07-21,laptop,computers,north,store_4,900.0,0,26,4,7,3
2023-07-21,mouse,accessories,south,store_2,25.0,0,35,4,7,18
2023-07-21,keyboard,accessories,north,store_3,54.0,1,35,4,7,17
2023-07-21,monitor,displays,north,store_1,250.0,0,14,4,7,5
2023-07-21,headphones,audio,south,store_4,120.0,0,19,4,7,1
2023-07-22,laptop,computers,north,store_1,900.0,0,26,5,7,3
2023-07-22,mouse,accessories,center,store_3,25.0,0,37,5,7,25
2023-07-22,keyboard,accessories,south,store_1,54.0,1,43,5,7,14
2023-07-22,monitor,displays,center,store_1,250.0,0,15,5,7,6
2023-07-22,headphones,audio,north,store_4,120.0,0,35,5,7,8
2023-07-23,laptop,computers,south,store_3,900.0,0,30,6,7,4
2023-07-23,mouse,accessories,north,store_2,25.0,0,50,6,7,25
2023-07-23,keyboard,accessories,north,store_2,60.0,0,36,6,7,12
2023-07-23,monitor,displays,north,store_4,250.0,0,14,6,7,7
2023-07-23,headphones,audio,north,store_4,120.0,0,20,6,7,7
2023-07-24,laptop,computers,south,store_2,810.0,1,40,0,7,11
2023-07-24,mouse,accessories,south,store_1,25.0,0,39,0,7,22
2023-07-24,keyboard,accessories,south,store_4,54.0,1,29,0,7,14
2023-07-24,monitor,displays,north,store_4,250.0,0,32,0,7,4
2023-07-24,headphones,audio,south,store_3,120.0,0,28,0,7,10
2023-07-25,laptop,computers,center,store_3,900.0,0,24,1,7,9
2023-07-25,mouse,accessories,south,store_3,25.0,0,27,1,7,17
2023-07-25,keyboard,accessories,north,store_3,60.0,0,23,1,7,11
2023-07-25,monitor,displays,center,store_3,250.0,0,16,1,7,8
2023-07-25,headphones,audio,center,store_2,120.0,0,23,1,7,5
2023-07-26,laptop,computers,south,store_1,900.0,0,28,2,7,8
2023-07-26,mouse,accessories,north,store_1,25.0,0,46,2,7,20
2023-07-26,keyboard,accessories,center,store_4,60.0,0,30,2,7,12
2023-07-26,monitor,displays,center,store_1,250.0,0,31,2,7,4
2023-07-26,headphones,audio,center,store_4,120.0,0,33,2,7,4
2023-07-27,laptop,computers,south,store_1,900.0,0,14,3,7,6
2023-07-27,mouse,accessories,south,store_2,25.0,0,36,3,7,18
2023-07-27,keyboard,accessories,north,store_1,60.0,0,28,3,7,9
2023-07-27,monitor,displays,north,store_3,250.0,0,14,3,7,4
2023-07-27,headphones,audio,north,store_2,120.0,0,23,3,7,12
2023-07-28,laptop,computers,center,store_1,900.0,0,15,4,7,4
2023-07-28,mouse,accessories,center,store_2,25.0,0,41,4,7,17
2023-07-28,keyboard,accessories,north,store_4,60.0,0,26,4,7,11
2023-07-28,monitor,displays,north,store_3,250.0,0,26,4,7,4
2023-07-28,headphones,audio,south,store_4,108.0,1,37,4,7,15
2023-07-29,laptop,computers,south,store_3,900.0,0,22,5,7,4
2023-07-29,mouse,accessories,north,store_4,25.0,0,33,5,7,25
2023-07-29,keyboard,accessories,south,store_4,60.0,0,29,5,7,11
2023-07-29,monitor,displays,south,store_1,250.0,0,19,5,7,11
2023-07-29,headphones,audio,north,store_3,120.0,0,19,5,7,8
2023-07-30,laptop,computers,south,store_2,900.0,0,36,6,7,8
2023-07-30,mouse,accessories,north,store_2,25.0,0,28,6,7,19
2023-07-30,keyboard,accessories,center,store_1,60.0,0,23,6,7,12
2023-07-30,monitor,displays,north,store_4,225.0,1,37,6,7,10
2023-07-30,headphones,audio,south,store_2,120.0,0,22,6,7,11
2023-07-31,laptop,computers,center,store_2,900.0,0,8,0,7,1
2023-07-31,mouse,accessories,center,store_4,25.0,0,36,0,7,20
2023-07-31,keyboard,accessories,center,store_3,60.0,0,18,0,7,10
2023-07-31,monitor,displays,north,store_2,250.0,0,22,0,7,6
2023-07-31,headphones,audio,center,store_1,108.0,1,42,0,7,15
2023-08-01,laptop,computers,south,store_3,900.0,0,28,1,8,5
2023-08-01,mouse,accessories,north,store_2,25.0,0,38,1,8,21
2023-08-01,keyboard,accessories,north,store_3,54.0,1,27,1,8,13
2023-08-01,monitor,displays,center,store_3,250.0,0,18,1,8,7
2023-08-01,headphones,audio,south,store_3,120.0,0,25,1,8,6
2023-08-02,laptop,computers,south,store_2,900.0,0,20,2,8,3
2023-08-02,mouse,accessories,south,store_4,22.5,1,42,2,8,23
2023-08-02,keyboard,accessories,north,store_3,60.0,0,25,2,8,8
2023-08-02,monitor,displays,north,store_3,250.0,0,23,2,8,6
2023-08-02,headphones,audio,south,store_3,120.0,0,21,2,8,10
2023-08-03,laptop,computers,north,store_2,900.0,0,14,3,8,9
2023-08-03,mouse,accessories,center,store_4,25.0,0,49,3,8,21
2023-08-03,keyboard,accessories,center,store_4,60.0,0,19,3,8,11
2023-08-03,monitor,displays,south,store_2,250.0,0,27,3,8,8
2023-08-03,headphones,audio,north,store_2,120.0,0,38,3,8,9
2023-08-04,laptop,computers,south,store_4,900.0,0,21,4,8,2
2023-08-04,mouse,accessories,north,store_4,25.0,0,40,4,8,20
2023-08-04,keyboard,accessories,south,store_2,54.0,1,33,4,8,16
2023-08-04,monitor,displays,north,store_4,250.0,0,12,4,8,6
2023-08-04,headphones,audio,north,store_2,120.0,0,25,4,8,6
2023-08-05,laptop,computers,south,store_1,810.0,1,23,5,8,8
2023-08-05,mouse,accessories,south,store_1,22.5,1,43,5,8,25
2023-08-05,keyboard,accessories,north,store_4,54.0,1,36,5,8,21
2023-08-05,monitor,displays,south,store_4,225.0,1,37,5,8,11
2023-08-05,headphones,audio,south,store_4,120.0,0,35,5,8,12
2023-08-06,laptop,computers,north,store_2,900.0,0,23,6,8,2
2023-08-06,mouse,accessories,south,store_2,22.5,1,36,6,8,26
2023-08-06,keyboard,accessories,south,store_4,60.0,0,41,6,8,15
2023-08-06,monitor,displays,south,store_4,250.0,0,19,6,8,7
2023-08-06,headphones,audio,north,store_1,120.0,0,22,6,8,12
2023-08-07,laptop,computers,south,store_3,900.0,0,23,0,8,6
2023-08-07,mouse,accessories,south,store_3,25.0,0,28,0,8,23
2023-08-07,keyboard,accessories,south,store_3,60.0,0,35,0,8,7
2023-08-07,monitor,displays,south,store_2,250.0,0,15,0,8,4
2023-08-07,headphones,audio,south,store_2,120.0,0,39,0,8,10
2023-08-08,laptop,computers,center,store_4,900.0,0,23,1,8,3
2023-08-08,mouse,accessories,north,store_3,25.0,0,42,1,8,21
2023-08-08,keyboard,accessories,center,store_1,60.0,0,31,1,8,9
2023-08-08,monitor,displays,south,store_1,250.0,0,20,1,8,5
2023-08-08,headphones,audio,south,store_3,120.0,0,32,1,8,7
2023-08-09,laptop,computers,south,store_2,900.0,0,31,2,8,3
2023-08-09,mouse,accessories,center,store_1,25.0,0,30,2,8,22
2023-08-09,keyboard,accessories,north,store_4,60.0,0,30,2,8,10
2023-08-09,monitor,displays,south,store_3,250.0,0,27,2,8,4
2023-08-09,headphones,audio,center,store_3,120.0,0,11,2,8,6
2023-08-10,laptop,computers,south,store_2,900.0,0,8,3,8,2
2023-08-10,mouse,accessories,north,store_2,25.0,0,31,3,8,18
2023-08-10,keyboard,accessories,south,store_3,60.0,0,24,3,8,10
2023-08-10,monitor,displays,north,store_4,250.0,0,18,3,8,5
2023-08-10,headphones,audio,south,store_4,120.0,0,21,3,8,8
2023-08-11,laptop,computers,center,store_4,900.0,0,32,4,8,3
2023-08-11,mouse,accessories,south,store_1,22.5,1,46,4,8,22
2023-08-11,keyboard,accessories,south,store_2,54.0,1,26,4,8,13
2023-08-11,monitor,displays,south,store_2,225.0,1,25,4,8,12
2023-08-11,headphones,audio,south,store_3,120.0,0,16,4,8,7
2023-08-12,laptop,computers,north,store_4,900.0,0,14,5,8,3
2023-08-12,mouse,accessories,south,store_3,25.0,0,50,5,8,23
2023-08-12,keyboard,accessories,center,store_3,60.0,0,20,5,8,11
2023-08-12,monitor,displays,north,store_3,250.0,0,27,5,8,6
2023-08-12,headphones,audio,north,store_1,120.0,0,21,5,8,10
2023-08-13,laptop,computers,south,store_2,900.0,0,18,6,8,3
2023-08-13,mouse,accessories,north,store_3,25.0,0,48,6,8,22
2023-08-13,keyboard,accessories,south,store_2,60.0,0,40,6,8,12
2023-08-13,monitor,displays,south,store_1,225.0,1,26,6,8,10
2023-08-13,headphones,audio,south,store_2,108.0,1,40,6,8,11
2023-08-14,laptop,computers,center,store_4,810.0,1,30,0,8,7
2023-08-14,mouse,accessories,south,store_2,25.0,0,32,0,8,21
2023-08-14,keyboard,accessories,center,store_4,54.0,1,44,0,8,15
2023-08-14,monitor,displays,center,store_3,225.0,1,37,0,8,10
2023-08-14,headphones,audio,south,store_2,120.0,0,32,0,8,9
2023-08-15,laptop,computers,south,store_3,900.0,0,32,1,8,4
2023-08-15,mouse,accessories,south,store_4,25.0,0,43,1,8,20
2023-08-15,keyboard,accessories,center,store_3,54.0,1,39,1,8,13
2023-08-15,monitor,displays,south,store_3,250.0,0,32,1,8,6
2023-08-15,headphones,audio,south,store_3,120.0,0,14,1,8,9
2023-08-16,laptop,computers,north,store_1,900.0,0,27,2,8,6
2023-08-16,mouse,accessories,north,store_4,25.0,0,28,2,8,21
2023-08-16,keyboard,accessories,south,store_4,54.0,1,37,2,8,16
2023-08-16,monitor,displays,south,store_2,250.0,0,26,2,8,7
2023-08-16,headphones,audio,south,store_3,120.0,0,29,2,8,7
2023-08-17,laptop,computers,south,store_3,900.0,0,12,3,8,6
2023-08-17,mouse,accessories,north,store_4,25.0,0,44,3,8,20
2023-08-17,keyboard,accessories,north,store_2,60.0,0,36,3,8,7
2023-08-17,monitor,displays,center,store_2,250.0,0,14,3,8,3
2023-08-17,headphones,audio,south,store_4,108.0,1,22,3,8,10
2023-08-18,laptop,computers,center,store_1,900.0,0,14,4,8,5
2023-08-18,mouse,accessories,center,store_1,25.0,0,41,4,8,15
2023-08-18,keyboard,accessories,center,store_2,60.0,0,29,4,8,8
2023-08-18,monitor,displays,center,store_3,250.0,0,12,4,8,6
2023-08-18,headphones,audio,north,store_3,120.0,0,40,4,8,11
2023-08-19,laptop,computers,south,store_1,900.0,0,18,5,8,4
2023-08-19,mouse,accessories,north,store_3,25.0,0,36,5,8,28
2023-08-19,keyboard,accessories,center,store_2,60.0,0,30,5,8,12
2023-08-19,monitor,displays,south,store_1,225.0,1,18,5,8,13
2023-08-19,headphones,audio,north,store_2,120.0,0,14,5,8,9
2023-08-20,laptop,computers,north,store_3,900.0,0,13,6,8,5
2023-08-20,mouse,accessories,center,store_4,22.5,1,57,6,8,29
2023-08-20,keyboard,accessories,north,store_4,60.0,0,31,6,8,9
2023-08-20,monitor,displays,north,store_1,250.0,0,29,6,8,8
2023-08-20,headphones,audio,south,store_2,108.0,1,38,6,8,15
2023-08-21,laptop,computers,center,store_2,900.0,0,16,0,8,6
2023-08-21,mouse,accessories,north,store_4,25.0,0,34,0,8,16
2023-08-21,keyboard,accessories,center,store_3,60.0,0,23,0,8,10
2023-08-21,monitor,displays,center,store_3,250.0,0,30,0,8,2
2023-08-21,headphones,audio,south,store_2,108.0,1,24,0,8,13
2023-08-22,laptop,computers,south,store_1,900.0,0,29,1,8,2
2023-08-22,mouse,accessories,center,store_2,25.0,0,43,1,8,20
2023-08-22,keyboard,accessories,center,store_1,60.0,0,29,1,8,9
2023-08-22,monitor,displays,center,store_1,250.0,0,27,1,8,8
2023-08-22,headphones,audio,center,store_3,120.0,0,33,1,8,5
2023-08-23,laptop,computers,north,store_4,900.0,0,28,2,8,8
2023-08-23,mouse,accessories,north,store_2,25.0,0,31,2,8,19
2023-08-23,keyboard,accessories,north,store_4,60.0,0,27,2,8,8
2023-08-23,monitor,displays,north,store_4,225.0,1,27,2,8,9
2023-08-23,headphones,audio,south,store_4,120.0,0,27,2,8,6
2023-08-24,laptop,computers,center,store_2,900.0,0,19,3,8,6
2023-08-24,mouse,accessories,center,store_3,25.0,0,40,3,8,18
2023-08-24,keyboard,accessories,north,store_3,60.0,0,37,3,8,10
2023-08-24,monitor,displays,south,store_3,250.0,0,24,3,8,5
2023-08-24,headphones,audio,south,store_4,120.0,0,37,3,8,8
2023-08-25,laptop,computers,center,store_3,900.0,0,15,4,8,5
2023-08-25,mouse,accessories,center,store_1,25.0,0,29,4,8,22
2023-08-25,keyboard,accessories,south,store_1,60.0,0,23,4,8,12
2023-08-25,monitor,displays,north,store_2,225.0,1,35,4,8,11
2023-08-25,headphones,audio,south,store_2,120.0,0,16,4,8,8
2023-08-26,laptop,computers,north,store_1,900.0,0,17,5,8,3
2023-08-26,mouse,accessories,south,store_2,22.5,1,49,5,8,29
2023-08-26,keyboard,accessories,south,store_2,60.0,0,32,5,8,11
2023-08-26,monitor,displays,south,store_2,250.0,0,24,5,8,2
2023-08-26,headphones,audio,south,store_1,108.0,1,40,5,8,13
2023-08-27,laptop,computers,south,store_2,900.0,0,14,6,8,5
2023-08-27,mouse,accessories,north,store_2,25.0,0,35,6,8,22
2023-08-27,keyboard,accessories,center,store_4,60.0,0,37,6,8,8
2023-08-27,monitor,displays,north,store_4,250.0,0,35,6,8,7
2023-08-27,headphones,audio,north,store_1,120.0,0,35,6,8,10
2023-08-28,laptop,computers,north,store_4,900.0,0,17,0,8,3
2023-08-28,mouse,accessories,center,store_2,25.0,0,38,0,8,17
2023-08-28,keyboard,accessories,center,store_3,60.0,0,31,0,8,7
2023-08-28,monitor,displays,south,store_3,250.0,0,24,0,8,5
2023-08-28,headphones,audio,south,store_3,120.0,0,31,0,8,7
2023-08-29,laptop,computers,center,store_2,900.0,0,31,1,8,6
2023-08-29,mouse,accessories,north,store_2,25.0,0,40,1,8,17
2023-08-29,keyboard,accessories,north,store_4,60.0,0,23,1,8,8
2023-08-29,monitor,displays,center,store_3,250.0,0,20,1,8,8
2023-08-29,headphones,audio,north,store_2,120.0,0,30,1,8,10
2023-08-30,laptop,computers,center,store_2,900.0,0,11,2,8,6
2023-08-30,mouse,accessories,center,store_2,25.0,0,29,2,8,18
2023-08-30,keyboard,accessories,south,store_1,60.0,0,31,2,8,13
2023-08-30,monitor,displays,center,store_2,250.0,0,25,2,8,8
2023-08-30,headphones,audio,south,store_4,120.0,0,14,2,8,6
2023-08-31,laptop,computers,south,store_2,900.0,0,19,3,8,3
2023-08-31,mouse,accessories,north,store_1,22.5,1,37,3,8,19
2023-08-31,keyboard,accessories,center,store_4,60.0,0,17,3,8,9
2023-08-31,monitor,displays,center,store_1,250.0,0,32,3,8,5
2023-08-31,headphones,audio,south,store_1,120.0,0,32,3,8,8
2023-09-01,laptop,computers,center,store_3,810.0,1,39,4,9,12
2023-09-01,mouse,accessories,center,store_4,25.0,0,26,4,9,20
2023-09-01,keyboard,accessories,center,store_2,54.0,1,32,4,9,15
2023-09-01,monitor,displays,center,store_2,225.0,1,38,4,9,13
2023-09-01,headphones,audio,south,store_4,120.0,0,26,4,9,6
2023-09-02,laptop,computers,south,store_1,900.0,0,14,5,9,5
2023-09-02,mouse,accessories,south,store_2,25.0,0,31,5,9,22
2023-09-02,keyboard,accessories,north,store_1,60.0,0,30,5,9,9
2023-09-02,monitor,displays,north,store_1,250.0,0,22,5,9,7
2023-09-02,headphones,audio,center,store_4,120.0,0,34,5,9,7
2023-09-03,laptop,computers,center,store_4,900.0,0,34,6,9,7
2023-09-03,mouse,accessories,north,store_2,25.0,0,44,6,9,21
2023-09-03,keyboard,accessories,south,store_4,60.0,0,26,6,9,12
2023-09-03,monitor,displays,center,store_1,250.0,0,16,6,9,7
2023-09-03,headphones,audio,north,store_2,120.0,0,15,6,9,9
2023-09-04,laptop,computers,north,store_3,900.0,0,20,0,9,4
2023-09-04,mouse,accessories,center,store_3,25.0,0,44,0,9,19
2023-09-04,keyboard,accessories,north,store_4,60.0,0,25,0,9,11
2023-09-04,monitor,displays,center,store_4,250.0,0,30,0,9,4
2023-09-04,headphones,audio,center,store_1,120.0,0,20,0,9,7
2023-09-05,laptop,computers,center,store_2,900.0,0,32,1,9,6
2023-09-05,mouse,accessories,center,store_4,22.5,1,35,1,9,25
2023-09-05,keyboard,accessories,center,store_4,60.0,0,20,1,9,8
2023-09-05,monitor,displays,center,store_1,250.0,0,10,1,9,5
2023-09-05,headphones,audio,north,store_4,120.0,0,20,1,9,4
2023-09-06,laptop,computers,south,store_2,900.0,0,22,2,9,8
2023-09-06,mouse,accessories,south,store_3,25.0,0,26,2,9,20
2023-09-06,keyboard,accessories,center,store_3,60.0,0,34,2,9,12
2023-09-06,monitor,displays,north,store_2,250.0,0,29,2,9,5
2023-09-06,headphones,audio,center,store_1,120.0,0,32,2,9,4
2023-09-07,laptop,computers,center,store_4,900.0,0,31,3,9,6
2023-09-07,mouse,accessories,north,store_3,25.0,0,25,3,9,20
2023-09-07,keyboard,accessories,north,store_4,60.0,0,26,3,9,12
2023-09-07,monitor,displays,north,store_2,250.0,0,35,3,9,9
2023-09-07,headphones,audio,center,store_1,120.0,0,36,3,9,7
2023-09-08,laptop,computers,north,store_4,900.0,0,23,4,9,6
2023-09-08,mouse,accessories,south,store_2,25.0,0,36,4,9,24
2023-09-08,keyboard,accessories,center,store_3,60.0,0,35,4,9,9
2023-09-08,monitor,displays,south,store_1,250.0,0,17,4,9,6
2023-09-08,headphones,audio,south,store_4,108.0,1,33,4,9,14
2023-09-09,laptop,computers,north,store_3,810.0,1,26,5,9,12
2023-09-09,mouse,accessories,north,store_1,25.0,0,52,5,9,24
2023-09-09,keyboard,accessories,south,store_3,54.0,1,34,5,9,15
2023-09-09,monitor,displays,north,store_2,250.0,0,12,5,9,3
2023-09-09,headphones,audio,north,store_4,108.0,1,30,5,9,13
2023-09-10,laptop,computers,south,store_3,900.0,0,24,6,9,4
2023-09-10,mouse,accessories,south,store_4,25.0,0,34,6,9,22
2023-09-10,keyboard,accessories,north,store_2,60.0,0,20,6,9,11
2023-09-10,monitor,displays,north,store_4,250.0,0,18,6,9,5
2023-09-10,headphones,audio,center,store_4,120.0,0,20,6,9,11
2023-09-11,laptop,computers,center,store_1,810.0,1,20,0,9,9
2023-09-11,mouse,accessories,center,store_2,22.5,1,49,0,9,24
2023-09-11,keyboard,accessories,north,store_4,60.0,0,17,0,9,8
2023-09-11,monitor,displays,center,store_3,225.0,1,21,0,9,12
2023-09-11,headphones,audio,center,store_3,120.0,0,23,0,9,9
2023-09-12,laptop,computers,south,store_2,900.0,0,31,1,9,4
2023-09-12,mouse,accessories,north,store_3,25.0,0,32,1,9,19
2023-09-12,keyboard,accessories,center,store_3,54.0,1,25,1,9,17
2023-09-12,monitor,displays,south,store_1,250.0,0,26,1,9,4
2023-09-12,headphones,audio,center,store_4,120.0,0,21,1,9,7
2023-09-13,laptop,computers,center,store_1,900.0,0,24,2,9,4
2023-09-13,mouse,accessories,south,store_2,22.5,1,54,2,9,28
2023-09-13,keyboard,accessories,south,store_1,60.0,0,20,2,9,12
2023-09-13,monitor,displays,center,store_1,250.0,0,27,2,9,8
2023-09-13,headphones,audio,south,store_3,120.0,0,16,2,9,10
2023-09-14,laptop,computers,north,store_4,810.0,1,28,3,9,11
2023-09-14,mouse,accessories,center,store_4,22.5,1,28,3,9,20
2023-09-14,keyboard,accessories,north,store_2,60.0,0,33,3,9,8
2023-09-14,monitor,displays,south,store_4,250.0,0,32,3,9,5
2023-09-14,headphones,audio,south,store_3,120.0,0,27,3,9,8
2023-09-15,laptop,computers,north,store_1,900.0,0,28,4,9,5
2023-09-15,mouse,accessories,center,store_2,25.0,0,43,4,9,19
2023-09-15,keyboard,accessories,south,store_1,54.0,1,29,4,9,13
2023-09-15,monitor,displays,south,store_2,250.0,0,13,4,9,2
2023-09-15,headphones,audio,center,store_2,108.0,1,21,4,9,11
2023-09-16,laptop,computers,south,store_1,900.0,0,17,5,9,6
2023-09-16,mouse,accessories,center,store_1,25.0,0,42,5,9,21
2023-09-16,keyboard,accessories,north,store_2,60.0,0,23,5,9,11
2023-09-16,monitor,displays,south,store_3,250.0,0,12,5,9,4
2023-09-16,headphones,audio,north,store_2,120.0,0,26,5,9,11
2023-09-17,laptop,computers,center,store_4,900.0,0,23,6,9,9
2023-09-17,mouse,accessories,north,store_1,25.0,0,42,6,9,22
2023-09-17,keyboard,accessories,south,store_4,54.0,1,43,6,9,19
2023-09-17,monitor,displays,north,store_4,250.0,0,25,6,9,6
2023-09-17,headphones,audio,north,store_3,120.0,0,10,6,9,5
2023-09-18,laptop,computers,south,store_2,810.0,1,15,0,9,8
2023-09-18,mouse,accessories,north,store_2,25.0,0,37,0,9,20
2023-09-18,keyboard,accessories,north,store_2,60.0,0,26,0,9,9
2023-09-18,monitor,displays,north,store_1,250.0,0,12,0,9,6
2023-09-18,headphones,audio,south,store_2,108.0,1,31,0,9,12
2023-09-19,laptop,computers,center,store_4,900.0,0,28,1,9,5
2023-09-19,mouse,accessories,south,store_2,25.0,0,41,1,9,20
2023-09-19,keyboard,accessories,north,store_4,54.0,1,21,1,9,11
2023-09-19,monitor,displays,center,store_4,250.0,0,13,1,9,4
2023-09-19,headphones,audio,north,store_3,120.0,0,23,1,9,7
2023-09-20,laptop,computers,center,store_4,900.0,0,28,2,9,5
2023-09-20,mouse,accessories,north,store_1,25.0,0,36,2,9,15
2023-09-20,keyboard,accessories,center,store_3,60.0,0,20,2,9,9
2023-09-20,monitor,displays,center,store_4,250.0,0,23,2,9,5
2023-09-20,headphones,audio,center,store_3,120.0,0,24,2,9,8
2023-09-21,laptop,computers,south,store_2,900.0,0,8,3,9,2
2023-09-21,mouse,accessories,center,store_4,25.0,0,28,3,9,15
2023-09-21,keyboard,accessories,south,store_3,60.0,0,15,3,9,8
2023-09-21,monitor,displays,center,store_4,250.0,0,36,3,9,7
2023-09-21,headphones,audio,center,store_3,108.0,1,31,3,9,13
2023-09-22,laptop,computers,south,store_4,900.0,0,9,4,9,4
2023-09-22,mouse,accessories,south,store_4,25.0,0,32,4,9,18
2023-09-22,keyboard,accessories,center,store_2,60.0,0,23,4,9,7
2023-09-22,monitor,displays,south,store_2,225.0,1,19,4,9,6
2023-09-22,headphones,audio,south,store_3,120.0,0,29,4,9,7
2023-09-23,laptop,computers,center,store_3,900.0,0,11,5,9,5
2023-09-23,mouse,accessories,center,store_2,22.5,1,34,5,9,27
2023-09-23,keyboard,accessories,center,store_2,54.0,1,41,5,9,18
2023-09-23,monitor,displays,north,store_4,250.0,0,11,5,9,5
2023-09-23,headphones,audio,south,store_4,120.0,0,28,5,9,7
2023-09-24,laptop,computers,south,store_1,900.0,0,13,6,9,3
2023-09-24,mouse,accessories,south,store_3,22.5,1,35,6,9,28
2023-09-24,keyboard,accessories,north,store_4,60.0,0,37,6,9,9
2023-09-24,monitor,displays,north,store_4,250.0,0,27,6,9,9
2023-09-24,headphones,audio,south,store_2,108.0,1,18,6,9,11
2023-09-25,laptop,computers,center,store_1,900.0,0,24,0,9,7
2023-09-25,mouse,accessories,south,store_3,25.0,0,45,0,9,18
2023-09-25,keyboard,accessories,center,store_4,54.0,1,45,0,9,17
2023-09-25,monitor,displays,south,store_3,225.0,1,27,0,9,13
2023-09-25,headphones,audio,center,store_4,120.0,0,29,0,9,12
2023-09-26,laptop,computers,north,store_2,900.0,0,34,1,9,6
2023-09-26,mouse,accessories,center,store_3,25.0,0,32,1,9,20
2023-09-26,keyboard,accessories,north,store_3,60.0,0,34,1,9,10
2023-09-26,monitor,displays,center,store_4,250.0,0,34,1,9,5
2023-09-26,headphones,audio,south,store_1,120.0,0,32,1,9,5
2023-09-27,laptop,computers,center,store_2,900.0,0,10,2,9,4
2023-09-27,mouse,accessories,north,store_3,22.5,1,36,2,9,27
2023-09-27,keyboard,accessories,north,store_2,60.0,0,32,2,9,10
2023-09-27,monitor,displays,south,store_2,250.0,0,27,2,9,4
2023-09-27,headphones,audio,center,store_3,120.0,0,22,2,9,8
